episode,phase,total_reward,steps,success,collision,timeout,epsilon,avg_loss,avg_q,global_train_steps
358,0,9.65794,116,1,0,0,0.340065,0.012973,8.75802,110644
359,0,9.71184,98,1,0,0,0.339045,0.009053,8.73636,110743
360,0,9.706,100,1,0,0,0.338028,0.016728,8.72581,110844
361,0,9.76282,81,1,0,0,0.337014,0.006077,8.71839,110926
362,0,9.67942,109,1,0,0,0.336002,0.007207,8.70568,111036
363,0,9.74432,87,1,0,0,0.334994,0.005788,8.68921,111124
364,0,9.76297,81,1,0,0,0.333989,0.013851,8.69264,111206
365,0,9.61882,129,1,0,0,0.332988,0.013963,8.67209,111336
366,0,9.75393,84,1,0,0,0.331989,0.009791,8.65945,111421
367,0,9.71487,97,1,0,0,0.330993,0.010448,8.64126,111519
368,0,9.72724,93,1,0,0,0.33,0.011637,8.62589,111613
369,0,9.72959,92,1,0,0,0.32901,0.007866,8.63823,111706
370,0,9.76285,81,1,0,0,0.328023,0.01038,8.60971,111788
371,0,9.77173,78,1,0,0,0.327039,0.010628,8.59464,111867
372,0,9.68166,108,1,0,0,0.326057,0.013111,8.58325,111976
373,0,9.70876,99,1,0,0,0.325079,0.013828,8.5748,112076
374,0,9.77195,78,1,0,0,0.324104,0.01063,8.56321,112155
375,0,9.75163,85,1,0,0,0.323132,0.008185,8.54757,112241
376,0,9.74813,86,1,0,0,0.322162,0.011815,8.53875,112328
377,0,9.71192,98,1,0,0,0.321196,0.005834,8.52845,112427
378,0,9.71771,96,1,0,0,0.320232,0.011152,8.50797,112524
379,0,9.71224,98,1,0,0,0.319272,0.009222,8.48627,112623
380,0,9.73613,90,1,0,0,0.318314,0.006884,8.48716,112714
381,0,9.748,86,1,0,0,0.317359,0.013952,8.47124,112801
382,0,9.70383,101,1,0,0,0.316407,0.007063,8.46229,112903
383,0,9.68592,107,1,0,0,0.315457,0.008402,8.44347,113011
384,0,9.66739,113,1,0,0,0.314511,0.012648,8.42805,113125
385,0,9.77835,76,1,0,0,0.313568,0.012947,8.4178,113202
386,0,9.70612,100,1,0,0,0.312627,0.009909,8.39843,113303
387,0,9.75478,84,1,0,0,0.311689,0.00896,8.39203,113388
388,0,9.78049,75,1,0,0,0.310754,0.014675,8.37626,113464
389,0,9.7153,97,1,0,0,0.309822,0.014048,8.36892,113562
